5.000000000000000000e-01,3.769531250000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.492187500000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.394531250000000000e-01,0.000000000000000000e+00,4.335937500000000000e-01,0.000000000000000000e+00
4.853515625000000000e-01,4.111328125000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,9.472656250000000000e-01,0.000000000000000000e+00,5.019531250000000000e-01
4.648437500000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.042968750000000000e-01,3.876953125000000000e-01,4.033203125000000000e-01
4.365234375000000000e-01,9.550781250000000000e-01,0.000000000000000000e+00,9.853515625000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,3.994140625000000000e-01
4.960937500000000000e-01,0.000000000000000000e+00,9.921875000000000000e-01,4.072265625000000000e-01,8.828125000000000000e-01,4.833984375000000000e-01,9.570312500000000000e-01
0.000000000000000000e+00,3.984375000000000000e-01,4.677734375000000000e-01,0.000000000000000000e+00,5.009765625000000000e-01,0.000000000000000000e+00,4.462890625000000000e-01
0.000000000000000000e+00,0.000000000000000000e+00,5.078125000000000000e-01,4.511718750000000000e-01,0.000000000000000000e+00,4.726562500000000000e-01,0.000000000000000000e+00
4.921875000000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,4.541015625000000000e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,4.667968750000000000e-01,5.068359375000000000e-01,4.843750000000000000e-01,5.087890625000000000e-01,3.896484375000000000e-01,0.000000000000000000e+00
